Year,movieId
1942,97540
1942,98805
1942,99564
1942,104011
1942,106581
1942,106990
1942,112877
1942,113449
1942,113585
1942,113800
1942,114015
1942,114048
1942,114146
1942,115797
1942,116927
1942,117640
1942,118608
1942,120785
1942,122159
1942,124220
1942,125555
1943,749
1943,897
1943,958
1943,967
1943,2203
1943,2651
1943,2653
1943,3377
1943,3611
1943,3936
1943,4923
1943,5001
1943,5496
1943,5825
1943,6259
1943,6477
1943,6924
1943,6925
1943,7218
1943,7333
1943,7479
1943,7582
1943,7883
1943,8612
1943,8673
1943,8700
1943,25882
1943,25885
1943,25888
1943,25890
1943,25891
1943,25894
1943,25897
1943,25898
1943,32277
1943,32653
1943,33292
1943,33608
1943,33610
1943,34306
1943,36405
1943,38004
1943,42661
1943,43710
1943,45679
1943,47493
1943,50076
1943,51321
1943,51573
1943,53379
1943,54922
1943,63862
1943,64903
1943,64906
1943,64926
1943,64930
1943,64959
1943,67300
1943,67929
1943,68539
1943,68890
1943,70157
1943,71011
1943,72304
1943,73086
1943,73782
1943,73954
1943,77435
1943,77615
1943,77835
1943,78068
1943,79065
1943,79094
1943,82984
1943,83071
1943,83791
1943,84296
1943,84983
1943,85010
1943,86334
1943,86653
1943,86927
1943,88092
1943,88210
1943,88740
1943,89527
1943,91054
1943,91223
1943,94144
1943,96176
1943,96292
1943,97039
1943,97685
1943,100091
1943,101510
1943,101986
1943,105601
1943,105792
1943,106525
1943,109812
1943,111632
1943,111868
1943,112663
1943,113105
1943,113981
1943,115671
1943,115759
1943,116118
1943,116321
1943,116427
1943,116570
1943,117426
1943,123219
1943,124224
1943,125601
1943,125603
1943,125605
1944,906
1944,918
1944,942
1944,1069
1944,1156
1944,1269
1944,1937
1944,2202
1944,2635
1944,2636
1944,2647
1944,3305
1944,3435
1944,3643
1944,5551
1944,6983
1944,7059
1944,7215
1944,7675
1944,8237
1944,8461
1944,8469
1944,9007
1944,9014
1944,25892
1944,25893
1944,25899
1944,25900
1944,25901
1944,25902
1944,25903
1944,25904
1944,25905
1944,25906
1944,25907
1944,25908
1944,25910
1944,25911
1944,25914
1944,31247
1944,32261
1944,32999
1944,33110
1944,33393
1944,33587
1944,33956
1944,38384
1944,45537
1944,47306
1944,53382
1944,55512
1944,56602
1944,61451
1944,64548
1944,65564
1944,68411
1944,71970
1944,74107
1944,75428
1944,76134
1944,76836
1944,77229
1944,77921
1944,78405
1944,78832
1944,78921
1944,78980
1944,82454
1944,83825
1944,83831
1944,84250
1944,84258
1944,84884
1944,85450
1944,87511
1944,89476
1944,89482
1944,90817
1944,91163
1944,91425
1944,91492
1944,94306
1944,94762
1944,96290
1944,102373
1944,105659
1944,109667
1944,110852
1944,112725
1944,113149
1944,113798
1944,114624
1944,114723
1944,115341
1944,117716
1944,118610
1944,123669
1944,124446
1944,125607
1944,126963
1944,130016
1945,931
1945,966
1945,1024
1945,1337
1945,1938
1945,2612
1945,2646
1945,2920
1945,3154
1945,3599
1945,3670
1945,3966
1945,4194
1945,4969
1945,5169
1945,5304
1945,5405
1945,6258
1945,6434
1945,6967
1945,7702
1945,7832
1945,8460
1945,8482
1945,8540
1945,8583
1945,8584
1945,8774
1945,8976
1945,25912
1945,25913
1945,25915
1945,25916
1945,25918
1945,30861
1945,31915
1945,31932
1945,34193
1945,40898
1945,41353
1945,42518
1945,45758
1945,46409
1945,46979
1945,47714
1945,48177
1945,48567
1945,60309
1945,61634
1945,62916
1945,63141
1945,65702
1945,67927
1945,67931
1945,71558
1945,72936
1945,73143
1945,73145
1945,74590
1945,75940
1945,76823
1945,77143
1945,77613
1945,79709
1945,80104
1945,80260
1945,80264
1945,80346
1945,80574
1945,80622
1945,81029
1945,81546
1945,81643
1945,84534
1945,85894
1945,86553
1945,86862
1945,87256
1945,87264
1945,87598
1945,88042
1945,89767
1945,90327
1945,91075
1945,93037
1945,94350
1945,97037
1945,98643
1945,101172
1945,101627
1945,103653
1945,104491
1945,105279
1945,105616
1945,105748
1945,105959
1945,108125
1945,109019
1945,113284
1945,113749
1945,114725
1945,115027
1945,117606
1945,125483
1945,127046
1946,770
1946,930
1946,953
1946,960
1946,1157
1946,1284
1946,1939
1946,2099
1946,2927
1946,2940
1946,3775
1946,3792
1946,3849
1946,3965
1946,5233
1946,5375
1946,5601
1946,6445
1946,6911
1946,7064
1946,7210
1946,7728
1946,7772
1946,7933
1946,7943
1946,8003
1946,8208
1946,8458
1946,8516
1946,8714
1946,8766
1946,8771
1946,8778
1946,25919
1946,25920
1946,25921
1946,25922
1946,25923
1946,25924
1946,25926
1946,25927
1946,32181
1946,33760
1946,46008
1946,47728
1946,50488
1946,60484
1946,65238
1946,65866
1946,66250
1946,66252
1946,68872
1946,71014
1946,72878
1946,76022
1946,79617
1946,79809
1946,79844
1946,79920
1946,82121
1946,85794
1946,86166
1946,89112
1946,90466
1946,90514
1946,95977
1946,96022
1946,98323
1946,103517
1946,104961
1946,106028
1946,108311
1946,110044
1946,111261
1946,111285
1946,112261
1946,112419
1946,116351
1946,116584
1946,116750
1946,118708
1946,118868
1946,121426
1946,122045
1946,122343
1946,125169
1946,125397
1946,125499
1946,125609
1946,127009
1946,128279
1946,129185
1947,925
1947,943
1947,964
1947,1068
1947,1154
1947,1940
1947,2066
1947,2201
1947,2398
1947,3349
1947,3380
1947,3632
1947,3656
1947,3759
1947,4184
1947,5167
1947,5289
1947,6047
1947,6068
1947,6437
1947,6467
1947,6603
1947,7058
1947,7217
1947,7290
1947,7826
1947,7835
1947,8338
1947,8420
1947,8611
1947,8695
1947,25928
1947,25929
1947,25930
1947,25931
1947,25932
1947,25940
1947,32357
1947,32952
1947,39474
1947,41585
1947,43631
1947,45891
1947,46713
1947,47277
1947,47477
1947,47566
1947,48575
1947,50754
1947,51691
1947,52489
1947,52634
1947,54833
1947,55854
1947,64325
1947,64519
1947,66686
1947,69677
1947,72908
1947,73978
1947,75962
1947,78737
1947,82184
1947,82188
1947,82467
1947,84246
1947,84961
1947,86204
1947,86671
1947,89802
1947,90170
1947,91071
1947,92268
1947,92471
1947,92726
1947,95784
1947,96216
1947,98394
1947,98609
1947,99314
1947,99659
1947,101204
1947,102961
1947,103749
1947,107402
1947,108010
1947,109953
1947,110403
1947,110790
1947,111456
1947,114095
1947,115864
1947,116987
1947,117956
1947,118934
1947,124368
1947,124394
1947,125531
1947,127013
1948,746
1948,1152
1948,1153
1948,1254
1948,1941
1948,2176
1948,3089
1948,3209
1948,3334
1948,3776
1948,3778
1948,3928
1948,5230
1948,5434
1948,5494
1948,6276
1948,6660
1948,7070
1948,7224
1948,7919
1948,8341
1948,8463
1948,8613
1948,8662
1948,8711
1948,8718
1948,8767
1948,9011
1948,25934
1948,25935
1948,25936
1948,25937
1948,25938
1948,25941
1948,25942
1948,25943
1948,25944
1948,25946
1948,25947
1948,25948
1948,31030
1948,31973
1948,32371
1948,32834
1948,33113
1948,33261
1948,33321
1948,41523
1948,45224
1948,46664
1948,47615
1948,47619
1948,47902
1948,49200
1948,49464
1948,54542
1948,58282
1948,58373
1948,64283
1948,65698
1948,67135
1948,69072
1948,69169
1948,71384
1948,71966
1948,72856
1948,75977
1948,79003
1948,80288
1948,80348
1948,83974
1948,85309
1948,86168
1948,87038
1948,89018
1948,89406
1948,89765
1948,91393
1948,91697
1948,99444
1948,102049
1948,104489
1948,104625
1948,105282
1948,106583
1948,106690
1948,113638
1948,116323
1948,117690
1948,117962
1948,117964
1948,118688
1948,118942
1948,119758
1948,121863
1948,122199
1948,123761
1948,124230
1948,124232
1948,125277
1948,126006
1948,129187
1949,857
1949,963
1949,1026
1949,1212
1949,1942
1949,2200
1949,2430
1949,3413
1949,3606
1949,3964
1949,4338
1949,5440
1949,6607
1949,6650
1949,7054
1949,7121
1949,7212
1949,7330
1949,7407
1949,7581
1949,7924
1949,8257
1949,8263
1949,8446
1949,8459
1949,8491
1949,8734
1949,8751
1949,8752
1949,8768
1949,25945
1949,25950
